"t"	"thtlc"	"el"	"ail"	"rdr"	"vt"	"alpha"	"beta"	"phi"	"theta"	"psi"	"p"	"q"	"r"	"x9"	"x10"	"alt"	"power"	"nz"	"ps"	"ny_r"
1.100000000000000e-01	0.000000000000000e+00	-2.968064251410850e-02	-8.613109242456933e-04	1.033958718519782e-03	5.433568422967066e+02	2.988539462506256e-02	1.367270338365080e-03	7.865294818594316e-01	-1.257053186354723e+00	-7.865936208421369e-01	-1.142947732726425e-04	-7.493188087061991e-03	8.842588435491138e-04	1.105859013033742e+01	-1.302037474751597e+01	3.542916459789020e+03	8.062520404776702e+00	1.786396124767233e-02	-5.944761742669766e-06	7.222196452621432e-05
1.200000000000000e-01	0.000000000000000e+00	-3.058736248831545e-02	-9.253537635235346e-04	1.165155982197317e-03	5.436604791899808e+02	2.926345040197437e-02	1.482132637899280e-03	7.866706562991039e-01	-1.257112848401030e+00	-7.867432845928272e-01	-1.224799698804249e-04	-7.463155851120992e-03	1.039692265014653e-03	1.208594359361294e+01	-1.420369654013083e+01	3.537712175486283e+03	7.982299503666619e+00	1.901778385573893e-02	-7.219190142458679e-06	8.669518802216228e-05
1.300000000000000e-01	0.000000000000000e+00	-3.146605874281040e-02	-9.864097184605943e-04	1.301429143182942e-03	5.439638411312299e+02	2.864971749806449e-02	1.594957456839498e-03	7.868065880454657e-01	-1.257173082951988e+00	-7.868875129486365e-01	-1.293428985591472e-04	-7.336187347985778e-03	1.205238102959233e-03	1.311678879562698e+01	-1.538696650665095e+01	3.532505398957154e+03	7.902877049793060e+00	2.010212091845733e-02	-8.590731359551314e-06	1.025496214449316e-04
1.400000000000000e-01	0.000000000000000e+00	-3.231617024267479e-02	-1.044427992956085e-03	1.442514778579440e-03	5.442669242756313e+02	2.804486255932684e-02	1.705657637712318e-03	7.869350112224297e-01	-1.257233293454830e+00	-7.870239101277995e-01	-1.348815479294397e-04	-7.117281817138856e-03	1.380329441681941e-03	1.415108911895577e+01	-1.657018585831775e+01	3.527296127932237e+03	7.824245079208463e+00	2.111910833062559e-02	-1.004903696154969e-05	1.197845272741002e-04
1.500000000000000e-01	0.000000000000000e+00	-3.313724153163920e-02	-1.099376686646079e-03	1.588149152069569e-03	5.445697250463487e+02	2.744950337165918e-02	1.814151746410045e-03	7.870537778543819e-01	-1.257292914743973e+00	-7.871502045903608e-01	-1.391229348203486e-04	-6.811403241406730e-03	1.564399202198796e-03	1.518880934090594e+01	-1.775335573394240e+01	3.522084360394028e+03	7.746395701854582e+00	2.207089545743912e-02	-1.158394909339859e-05	1.383954443660304e-04
1.600000000000000e-01	0.000000000000000e+00	-3.392891704055731e-02	-1.151240735114744e-03	1.738068492292639e-03	5.448722401458313e+02	2.686420965568077e-02	1.920364060983994e-03	7.871608573959868e-01	-1.257351412751805e+00	-7.872642487933230e-01	-1.421158765503531e-04	-6.423469315116116e-03	1.756881312431590e-03	1.622991562519045e+01	-1.893647719906336e+01	3.516870094585327e+03	7.669321099310864e+00	2.295964149424639e-02	-1.318573291036819e-05	1.583743815494605e-04
1.700000000000000e-01	0.000000000000000e+00	-3.469093554181445e-02	-1.200019978662070e-03	1.892009282925746e-03	5.451744665642206e+02	2.628950394351998e-02	2.024224552441024e-03	7.872543361280990e-01	-1.257408284142783e+00	-7.873640187321725e-01	-1.439249116761614e-04	-5.958341152078404e-03	1.957211832941305e-03	1.727437550923820e+01	-2.011955124534148e+01	3.511653329018282e+03	7.593013522307083e+00	2.378751187126057e-02	-1.484524319234787e-05	1.797100058192394e-04
1.800000000000000e-01	0.000000000000000e+00	-3.542312474808221e-02	-1.245727370341794e-03	2.049708553781862e-03	5.454764015849239e+02	2.572586255201861e-02	2.125668854358454e-03	7.873324163307514e-01	-1.257463055857636e+00	-7.874476131866137e-01	-1.446252551270370e-04	-5.420813926494266e-03	2.164830013895309e-03	1.832215788622686e+01	-2.130257879022254e+01	3.506434062483765e+03	7.517465287741087e+00	2.455667480179809e-02	-1.655403553709120e-05	2.023878247816570e-04
1.900000000000000e-01	0.000000000000000e+00	-3.612539607745648e-02	-1.288387329600002e-03	2.210904175443761e-03	5.457780427876338e+02	2.517371663241494e-02	2.224638222885543e-03	7.873934152651441e-01	-1.257515284585246e+00	-7.875132527151871e-01	-1.442986705002518e-04	-4.815608367253777e-03	2.379179289860131e-03	1.937323298263394e+01	-2.248556067683457e+01	3.501212294061088e+03	7.442668775316026e+00	2.526929795847460e-02	-1.830443212000829e-05	2.263903632179431e-04
2.000000000000000e-01	0.000000000000000e+00	-3.679773959567316e-02	-1.328034241563510e-03	2.375335161768267e-03	5.460793880490824e+02	2.463345327760671e-02	2.321079488788030e-03	7.874357640025849e-01	-1.257564556180458e+00	-7.875592784486164e-01	-1.430301438729713e-04	-4.147362983530405e-03	2.599708224339625e-03	2.042757233219028e+01	-2.366849767408679e+01	3.495988023128112e+03	7.368616423964054e+00	2.592754524024125e-02	-2.008955093304422e-05	2.516973341641264e-04
2.100000000000000e-01	0.000000000000000e+00	-3.744021913264377e-02	-1.364711097275048e-03	2.542741984663862e-03	5.463804355417835e+02	2.410541667398399e-02	2.414945002569795e-03	7.874580061272635e-01	-1.257610485042368e+00	-7.875841507188016e-01	-1.409052498275980e-04	-3.420626897575236e-03	2.825871416794733e-03	2.148514874699102e+01	-2.485139047694615e+01	3.490761249371731e+03	7.295300728232885e+00	2.653357358759451e-02	-2.190330622504849e-05	2.782858053780634e-04
2.200000000000001e-01	0.000000000000000e+00	-3.805296755427077e-02	-1.398468265686894e-03	2.712866910918392e-03	5.466811837310128e+02	2.358990928560111e-02	2.506192573756985e-03	7.874587963523748e-01	-1.257652713470519e+00	-7.875864475725307e-01	-1.380081077387235e-04	-2.639853075026885e-03	3.057130396107949e-03	2.254593628681802e+01	-2.603423970686858e+01	3.485531972798722e+03	7.222714234963730e+00	2.708952975563383e-02	-2.374038680987692e-05	3.061303630829235e-04
2.300000000000001e-01	0.000000000000000e+00	-3.863618212522500e-02	-1.429362379476585e-03	2.885454394612521e-03	5.469816313702893e+02	2.308719305011394e-02	2.594785406791173e-03	7.874368991638311e-01	-1.257690911036667e+00	-7.875648632968374e-01	-1.344198305266925e-04	-1.809391368777099e-03	3.292954572390182e-03	2.360991022933987e+01	-2.721704591234731e+01	3.480300193746952e+03	7.150849541245639e+00	2.759754675548463e-02	-2.559621810078322e-05	3.352032784990514e-04
2.400000000000001e-01	0.000000000000000e+00	-3.919011971245945e-02	-1.457455285654801e-03	3.060251658559346e-03	5.472817774957209e+02	2.259749053024710e-02	2.680692041333982e-03	7.873911879125295e-01	-1.257724774096028e+00	-7.875182074059474e-01	-1.302173562018755e-04	-9.334792279979048e-04	3.532822519189671e-03	2.467704705096816e+01	-2.839980956947100e+01	3.475065912896776e+03	7.079699297450323e+00	2.805973884038840e-02	-2.746691356600255e-05	3.654746978858019e-04
2.500000000000001e-01	0.000000000000000e+00	-3.971509054856003e-02	-1.482812842202829e-03	3.237010156541837e-03	5.475816214199501e+02	2.212098576141864e-02	2.763886334552137e-03	7.873206464908269e-01	-1.257754026048311e+00	-7.874454063501892e-01	-1.254724397598489e-04	-1.621916808870912e-05	3.776224976870868e-03	2.574732446914503e+01	-2.958253108196616e+01	3.469829131280586e+03	7.009256235116760e+00	2.847818924365201e-02	-2.934922463598826e-05	3.969129617309542e-04
2.600000000000001e-01	0.000000000000000e+00	-4.021145677318152e-02	-1.505504753631557e-03	3.415483799118504e-03	5.478811627200083e+02	2.165782716576564e-02	2.844347141624357e-03	7.872243585746339e-01	-1.257778414200964e+00	-7.873454920863554e-01	-1.202518748635547e-04	9.383904336301143e-04	4.022661210151622e-03	2.682072120587172e+01	-3.076521078593062e+01	3.464589850305566e+03	6.939513100946705e+00	2.885496521158032e-02	-3.124045084891402e-05	4.294844838817351e-04
2.700000000000001e-01	0.000000000000000e+00	-4.067953380466905e-02	-1.525596589831306e-03	3.595425885392467e-03	5.481804000323481e+02	2.120818546522720e-02	2.922046841111642e-03	7.871013719553438e-01	-1.257797680791581e+00	-7.872174590344111e-01	-1.146180167778113e-04	1.926445937326225e-03	4.271631141161532e-03	2.789722852394686e+01	-3.194784879744818e+01	3.459348061902389e+03	6.870465130815956e+00	2.919203686043923e-02	-3.313832861830429e-05	4.631568408541019e-04
2.800000000000001e-01	0.000000000000000e+00	-4.111974513530955e-02	-1.543160416259496e-03	3.776600383807790e-03	5.484793331203640e+02	2.077215258123213e-02	2.996971540002826e-03	7.869509501835749e-01	-1.257811617233938e+00	-7.870605292656337e-01	-1.086254816019030e-04	2.944250750385441e-03	4.522661240033597e-03	2.897683072702294e+01	-3.313044527106219e+01	3.454103765503779e+03	6.802105925567357e+00	2.949136769474683e-02	-3.504112286106837e-05	4.978944257475168e-04
2.900000000000001e-01	0.000000000000000e+00	-4.153256055995885e-02	-1.558271570332168e-03	3.958770151046218e-03	5.487779619521413e+02	2.034979204438548e-02	3.069111492029019e-03	7.867724322689773e-01	-1.257820031803252e+00	-7.868740044786665e-01	-1.023248356487578e-04	3.988151241619209e-03	4.775279155635909e-03	3.005951293496285e+01	-3.431300029862354e+01	3.448856960722764e+03	6.734429022506663e+00	2.975493329292897e-02	-3.694741519899440e-05	5.336595300568199e-04
3.000000000000001e-01	0.000000000000000e+00	-4.191849252552267e-02	-1.571007746746971e-03	4.141698968897057e-03	5.490762866896421e+02	1.994113769365614e-02	3.138461336200649e-03	7.865652413765010e-01	-1.257822751744211e+00	-7.866572751267499e-01	-9.576173675134562e-05	5.054572641149020e-03	5.029018054041424e-03	3.114526139894692e+01	-3.549551390140236e+01	3.443607647251124e+03	6.667427970286918e+00	2.998470320773203e-02	-3.885608742756574e-05	5.704126051051390e-04
3.100000000000001e-01	0.000000000000000e+00	-4.227810793084476e-02	-1.581450827332572e-03	4.325146701414825e-03	5.493743077142624e+02	1.954619299136571e-02	3.205020327497972e-03	7.863288770609255e-01	-1.257819620249131e+00	-7.864098120840490e-01	-8.897903196526879e-05	6.139946989197383e-03	5.283407143233050e-03	3.223406306575017e+01	-3.667798602952787e+01	3.438355825001701e+03	6.601096146861961e+00	3.018268402436629e-02	-4.076620755395254e-05	6.081113271897236e-04
3.200000000000001e-01	0.000000000000000e+00	-4.261196831979421e-02	-1.589676946919197e-03	4.508894807981536e-03	5.496720255564347e+02	1.916493104786239e-02	3.268792463872595e-03	7.860629676947898e-01	-1.257810512925402e+00	-7.861312221835738e-01	-8.200827014375035e-05	7.241092554405693e-03	5.538022123782418e-03	3.332590692995462e+01	-3.786041656769396e+01	3.433101494148096e+03	6.535427446425271e+00	3.035070368191098e-02	-4.267722350815311e-05	6.467151602962835e-04
3.300000000000001e-01	0.000000000000000e+00	-4.292068285954797e-02	-1.595766079866781e-03	4.692721819598471e-03	5.499694409891665e+02	1.879729754724884e-02	3.329786216737246e-03	7.857672113794480e-01	-1.257795319401887e+00	-7.858211855257213e-01	-7.488021317406282e-05	8.354834747508293e-03	5.792436072987656e-03	3.442078195194241e+01	-3.904280534622703e+01	3.427844655555074e+03	6.470415477847740e+00	3.049062503695663e-02	-4.458861596164254e-05	6.861811281287488e-04
3.400000000000001e-01	0.000000000000000e+00	-4.320489381442657e-02	-1.599799090345752e-03	4.876411139281313e-03	5.502665550363590e+02	1.844320861627011e-02	3.388015021895137e-03	7.854413971954021e-01	-1.257773949382532e+00	-7.854794779606542e-01	-6.762161395181928e-05	9.478122270777529e-03	6.046235079281327e-03	3.551867714438488e+01	-4.022515214513732e+01	3.422585311085547e+03	6.406053692719355e+00	3.060428290660680e-02	-4.649996619655827e-05	7.264650696054498e-04
3.500000000000001e-01	0.000000000000000e+00	-4.346527467873323e-02	-1.601857527205400e-03	5.059751708394417e-03	5.505633689834432e+02	1.810255116144081e-02	3.443497357734854e-03	7.850854052916614e-01	-1.257746332576828e+00	-7.851059711497858e-01	-6.025554123575420e-05	1.060803273071255e-02	6.299019432681530e-03	3.661958130559439e+01	-4.140745669907211e+01	3.417323463807283e+03	6.342335341664326e+00	3.069348096727260e-02	-4.841091804178469e-05	7.675217651248467e-04
3.600000000000002e-01	0.000000000000000e+00	-4.370252519443294e-02	-1.602023194065731e-03	5.242538636530634e-03	5.508598843505561e+02	1.777518501829240e-02	3.496256454623561e-03	7.846992027494644e-01	-1.257712417778677e+00	-7.847006281820151e-01	-5.280172616216959e-05	1.174177863570563e-02	6.550404668406482e-03	3.772348311705785e+01	-4.258971869759315e+01	3.412059117890945e+03	6.279253510765577e+00	3.075998561320922e-02	-5.032114393567070e-05	8.093051705396208e-04
3.700000000000002e-01	0.000000000000000e+00	-4.391736380476547e-02	-1.600377555571879e-03	5.424573617916406e-03	5.511561028289590e+02	1.746094681000472e-02	3.546319649497200e-03	7.842828351557032e-01	-1.257672171046438e+00	-7.842634946752804e-01	-4.527693096863658e-05	1.287671145647995e-02	6.800022132774111e-03	3.883037160473371e+01	-4.377193778050237e+01	3.406792278195581e+03	6.216801234157475e+00	3.080551823661834e-02	-5.223031524037209e-05	8.517687211518274e-04
3.800000000000002e-01	0.000000000000000e+00	-4.411051998692390e-02	-1.597001182496512e-03	5.605665066437867e-03	5.514520262069940e+02	1.715965423837574e-02	3.593717640067236e-03	7.838364166434527e-01	-1.257625573535966e+00	-7.837946882674867e-01	-3.769533139831023e-05	1.401032209559896e-02	7.047518987934223e-03	3.994023671046770e+01	-4.495411353144203e+01	3.401522949752920e+03	6.154971625596979e+00	3.083174881308614e-02	-5.413807696534732e-05	8.948656137155600e-04
3.900000000000002e-01	0.000000000000000e+00	-4.428272868565131e-02	-1.591973401485008e-03	5.785628059397100e-03	5.517476563142983e+02	1.687110946505312e-02	3.638483911172316e-03	7.833601215782692e-01	-1.257572619655706e+00	-7.832943898457044e-01	-3.006889282714559e-05	1.514023815216076e-02	7.292557875527243e-03	4.105306969234461e+01	-4.613624547359736e+01	3.396251137389339e+03	6.093757969072692e+00	3.084029263224414e-02	-5.604402698713894e-05	9.385489984613183e-04
4.000000000000002e-01	0.000000000000000e+00	-4.443472730293809e-02	-1.585372164772148e-03	5.964284233415733e-03	5.520429949940228e+02	1.659510115459363e-02	3.680654423405965e-03	7.828541791147315e-01	-1.257513315822687e+00	-7.827628378041747e-01	-2.240771960804732e-05	1.626421966366721e-02	7.534816530399370e-03	4.216886325694149e+01	-4.731833306896940e+01	3.390976845571443e+03	6.033153749990227e+00	3.083270988779692e-02	-5.794769962983365e-05	9.827720798879997e-04
4.100000000000002e-01	0.000000000000000e+00	-4.456725438867869e-02	-1.577274055524707e-03	6.141461722244898e-03	5.523380440958148e+02	1.633140554036219e-02	3.720267493668977e-03	7.823188699831310e-01	-1.257447679705022e+00	-7.822003246569414e-01	-1.472036635565481e-05	1.738015479771865e-02	7.773987506100043e-03	4.328761149324883e+01	-4.850037572039372e+01	3.385700078419811e+03	5.973152643962843e+00	3.081050674952174e-02	-5.984855325629670e-05	1.027488164948686e-03
4.200000000000002e-01	0.000000000000000e+00	-4.468104901096747e-02	-1.567754340632819e-03	6.316995156538986e-03	5.526328054782592e+02	1.607978705068616e-02	3.757363759935173e-03	7.817545243452588e-01	-1.257375739715439e+00	-7.816071947815898e-01	-7.014109601617633e-06	1.848605613642344e-02	8.009778033911910e-03	4.440930971874908e+01	-4.968237277484368e+01	3.380420839799061e+03	5.913748487787306e+00	3.077513673608641e-02	-6.174596142515990e-05	1.072650695885351e-03
4.300000000000002e-01	0.000000000000000e+00	-4.477685059909724e-02	-1.556887051619199e-03	6.490725753619724e-03	5.529272810197541e+02	1.583999858110048e-02	3.791986214837636e-03	7.811615205572475e-01	-1.257297534727043e+00	-7.809838431234848e-01	7.048167731105685e-07	1.958005788748553e-02	8.241910062430741e-03	4.553395424422691e+01	-5.086432352803576e+01	3.375139133478342e+03	5.854935235058718e+00	3.072800207950591e-02	-6.363920729942077e-05	1.118213278548954e-03
4.400000000000002e-01	0.000000000000000e+00	-4.485597795858870e-02	-1.544785435751085e-03	6.662594016310272e-03	5.532214833082267e+02	1.561136822659304e-02	3.824268136121150e-03	7.805413186283685e-01	-1.257213346031343e+00	-7.803318056862908e-01	8.432589223105982e-06	2.066113980798760e-02	8.470301619107393e-03	4.666142914818740e+01	-5.204622904451823e+01	3.369855057814825e+03	5.796685091164364e+00	3.067069100881325e-02	-6.552784800398786e-05	1.164121412954674e-03
4.500000000000002e-01	0.000000000000000e+00	-4.491798302216073e-02	-1.531437945234880e-03	6.832272450224233e-03	5.535153927529924e+02	1.539446823245659e-02	3.854078758842375e-03	7.798922910811394e-01	-1.257122762383160e+00	-7.796493604782179e-01	1.616145443444149e-05	2.172625505919430e-02	8.694346528658943e-03	4.779195922165232e+01	-5.322808483509299e+01	3.364568426781078e+03	5.739036171485621e+00	3.060399008041196e-02	-6.741029747031407e-05	1.210347203993296e-03
4.600000000000002e-01	0.000000000000000e+00	-4.496414731027931e-02	-1.516952093865646e-03	6.999721747099867e-03	5.538090219113589e+02	1.518861901921430e-02	3.881553596044523e-03	7.792159596470277e-01	-1.257026081452093e+00	-7.789381084821019e-01	2.388925635146749e-05	2.277468371629158e-02	8.914003302383683e-03	4.892542986688633e+01	-5.440989199534364e+01	3.359279338707803e+03	5.681961065408340e+00	3.052933310161171e-02	-6.928597311257728e-05	1.256838935265703e-03
4.700000000000003e-01	0.000000000000000e+00	-4.499525474080378e-02	-1.501402455920212e-03	7.164798765385883e-03	5.541023728573351e+02	1.499351617890734e-02	3.906747530415109e-03	7.785129032040106e-01	-1.256923382466332e+00	-7.781986548653433e-01	3.161114328236981e-05	2.380489386235461e-02	9.129032930250013e-03	5.006184043698119e+01	-5.559164956855587e+01	3.353987797553175e+03	5.625453644994413e+00	3.044802104606990e-02	-7.115369246821657e-05	1.303548007231454e-03
4.800000000000003e-01	0.000000000000000e+00	-4.501202962423000e-02	-1.484856797237342e-03	7.327378252751295e-03	5.543954475176223e+02	1.480886789241234e-02	3.929713787747491e-03	7.777837015483218e-01	-1.256814748408683e+00	-7.774316059679904e-01	3.932364771019088e-05	2.481558756103995e-02	9.339229982211043e-03	5.120119107015318e+01	-5.677335662821598e+01	3.348693807058729e+03	5.569508286298359e+00	3.036120457064110e-02	-7.301228548242210e-05	1.350429727078913e-03
4.900000000000003e-01	0.000000000000000e+00	-4.501518976847756e-02	-1.467381603682486e-03	7.487341816434968e-03	5.546882478191927e+02	1.463437601559063e-02	3.950507297781557e-03	7.770289667395990e-01	-1.256700269502264e+00	-7.766376020091540e-01	4.702344463288188e-05	2.580557303076276e-02	9.544403416979227e-03	5.234348246856697e+01	-5.795501221038825e+01	3.343397371031628e+03	5.514119425562397e+00	3.026998450272410e-02	-7.486050153972697e-05	1.397439933857103e-03
5.000000000000002e-01	0.000000000000000e+00	-4.500544535782951e-02	-1.449042063809815e-03	7.644577947736189e-03	5.549807756856799e+02	1.446973695588923e-02	3.969184565349652e-03	7.762493403684941e-01	-1.256580042689636e+00	-7.758173142303919e-01	5.470727444257016e-05	2.677376204178059e-02	9.744376490417275e-03	5.348871584945144e+01	-5.913661531580165e+01	3.338098493354174e+03	5.459281555143125e+00	3.017541203384607e-02	-7.669701661000021e-05	1.444535061465018e-03
5.100000000000002e-01	0.000000000000000e+00	-4.498349785135136e-02	-1.429902049962230e-03	7.798982030090467e-03	5.552730330334639e+02	1.431464255148072e-02	3.985803535514859e-03	7.754454907979288e-01	-1.256454171109934e+00	-7.749714420118894e-01	6.237187976243593e-05	2.771916720218491e-02	9.938986634615057e-03	5.463689290517818e+01	-6.031816491180528e+01	3.332797177986247e+03	5.404989221199973e+00	3.007848896317114e-02	-7.852044119407613e-05	1.491672200116860e-03
5.200000000000002e-01	0.000000000000000e+00	-4.495003892687948e-02	-1.410024099586622e-03	7.950456332518528e-03	5.555650217678239e+02	1.416878093546316e-02	4.000423456418876e-03	7.746181104230103e-01	-1.256322763582446e+00	-7.741007100086102e-01	7.001395484159693e-05	2.864089914774036e-02	1.012808531170103e-02	5.578801576844173e+01	-6.149965993424927e+01	3.327493428963937e+03	5.351237022331707e+00	2.998016801116540e-02	-8.032932888752362e-05	1.538809155487554e-03
5.300000000000002e-01	0.000000000000000e+00	-4.490574948330979e-02	-1.389469397534191e-03	8.098909989705529e-03	5.558567437793456e+02	1.403183737575672e-02	4.013104741901465e-03	7.737679129755960e-01	-1.256185934101184e+00	-7.732058653335491e-01	7.763010619561930e-05	2.953816364942757e-02	1.031153784518874e-02	5.694208698047180e+01	-6.268109928932171e+01	3.322187250396145e+03	5.298019608725398e+00	2.988135321140739e-02	-8.212218539765254e-05	1.585904505145660e-03
5.400000000000003e-01	0.000000000000000e+00	-4.485129870739472e-02	-1.368297759656419e-03	8.244258969590192e-03	5.561482009406766e+02	1.390349508546376e-02	4.023908835110808e-03	7.728956308895978e-01	-1.256043801342908e+00	-7.722876748048166e-01	8.521682325662909e-05	3.041025865074133e-02	1.048922323083051e-02	5.809910946115727e+01	-6.386248185535692e+01	3.316878646460139e+03	5.245331681578556e+00	2.978290038290101e-02	-8.389747786373885e-05	1.632917652061046e-03
5.500000000000003e-01	0.000000000000000e+00	-4.478734320751551e-02	-1.346567617761199e-03	8.386426029129710e-03	5.564393951036683e+02	1.378343600087318e-02	4.032898073835487e-03	7.720020127372513e-01	-1.255896488189899e+00	-7.713469222671200e-01	9.277045787462121e-05	3.125657124556638e-02	1.066103392847135e-02	5.925908648050401e+01	-6.504380648462207e+01	3.311567621396583e+03	5.193167992667570e+00	2.968561768198715e-02	-8.565364434516201e-05	1.679808875079801e-03
5.600000000000003e-01	0.000000000000000e+00	-4.471452621506691e-02	-1.324336005893675e-03	8.525340658790119e-03	5.567303280969113e+02	1.367134152552806e-02	4.040135558041988e-03	7.710878207434408e-01	-1.255744121268165e+00	-7.703844059949260e-01	1.002872115881468e-04	3.207657460658121e-02	1.082687563613631e-02	6.042202163112694e+01	-6.622507200508461e+01	3.306254179504317e+03	5.141523343992683e+00	2.959026623134231e-02	-8.738910335608804e-05	1.726539376308747e-03
